avg temperature,max temp,min temp,rain,rain type,snow depth,snow type,sun hours,avg wind,max wind,gust,date
5.3,7.6,4.1,0.7,ri,sl0,0,0.0,2.9,6.6,1.4,2019-03-01
2.5,6.4,1.4,29.5,ri,0,0,8.7,2.3,5.2,8.6,2019-03-02
1.0,5.4,-3.3,0.0,ri,0,0,3.2,1.7,4.8,8.5,2019-03-03
-0.1,4.6,-0.8,0.0,,0,0,1.6,1.5,4.4,8.4,2019-03-04
-1.3,2.0,-3.9,0.0,,0,0,7.5,1.2,3.3,5.9,2019-03-05
-2.1,0.9,-5.8,0.0,,0,0,9.8,3.3,7.9,14.5,2019-03-06
-1.4,3.6,-6.1,0.0,,0,0,5.9,3.0,6.0,10.5,2019-03-07
-0.2,3.0,-4.3,0.1,,0,0,6.9,6.3,9.4,16.4,2019-03-08
0.8,3.9,-0.6,0.0,sn,0,0,3.9,3.2,8.4,14.0,2019-03-09
-0.8,3.3,-3.9,0.0,,0,2,8.8,1.2,4.2,6.1,2019-03-10
1.9,4.0,-3.0,0.2,,0,0,0.0,8.0,14.2,25.2,2019-03-11
3.4,6.4,3.3,0.3,sn,0,0,3.2,4.6,11.4,22.2,2019-03-12
0.4,5.9,-1.4,0.0,sn,0,0,0.0,3.2,6.4,12.5,2019-03-13
1.5,5.0,-0.4,4.7,,0,0,1.9,1.6,3.4,5.9,2019-03-14
1.5,5.4,-0.9,0.2,sl,0,0,4.4,2.9,5.4,9.0,2019-03-15
1.7,5.0,0.2,0.2,ri,0,0,3.2,2.4,5.5,9.0,2019-03-16
1.9,4.1,0.3,1.3,sl,0,0,1.7,2.6,4.2,8.0,2019-03-17
5.3,7.0,2.3,0.4,sl,0,4,0.0,5.5,8.7,15.2,2019-03-18
2.0,6.9,0.1,9.4,ri,1,2,4.3,7.1,11.4,20.3,2019-03-19
-0.8,2.9,-2.7,3.5,sl,0,2,4.5,10.1,12.6,22.0,2019-03-20
0.4,4.3,-3.2,2.1,sl,0,2,5.8,4.5,11.0,16.8,2019-03-21
0.7,2.8,-0.8,1.8,sn,0,4,0.0,7.2,12.0,19.5,2019-03-22
0.3,3.7,-2.3,3.4,sn,2,4,0.4,4.2,11.5,18.6,2019-03-23
0.7,2.6,-0.7,4.6,sn,2,2,0.7,4.0,8.1,14.0,2019-03-24
5.4,8.2,-1.4,2.5,sl,0,0,0.0,7.6,9.3,16.4,2019-03-25
3.8,8.2,3.2,8.4,sl,0,0,2.4,5.1,8.3,14.3,2019-03-26
2.4,5.8,-0.1,4.8,ri,0,4,3.9,9.8,14.2,24.9,2019-03-27
-1.2,1.0,-3.1,6.6,sl,6,4,5.0,5.6,11.1,18.3,2019-03-28
-0.3,3.2,-2.3,4.5,sl,7,4,8.2,3.7,10.0,17.7,2019-03-29
-1.2,2.2,-6.2,0.7,sl,6,2,2.5,2.9,5.2,9.6,2019-03-30
