avg temperature,max temp,min temp,rain,rain type,snow depth,snow type,sun hours,avg wind,max wind,gust,date
"7,8","11,2","2,7","0,0",ri,0,0,",1","2,2","6,0","12,5",2020-09-01
"7,6","13,8","9,3","13,4",ri,0,0,"1,2","2,8","6,4","8,1",2020-09-02
"8,4","12,4","8,2","1,1",ri,0,0,"6,2","4,0","4,6","9,8",2020-09-03
"10,8","11,9","5,4","0,6",ri,0,0,"4,0","2,3","6,0","19,0",2020-09-04
"8,5","9,3","2,4","10,8",ri,0,0,"1,0","2,7","12,2","12,2",2020-09-05
"7,2","9,7","6,5","5,2",ri,0,0,"7,4","6,8","7,0","15,3",2020-09-06
"6,7","12,3","7,3","1,5",,0,0,"6,3","5,1","10,1","20,5",2020-09-07
"9,6","14,3","5,7","0,0",ri,0,0,"0,0","5,3","12,4","23,1",2020-09-08
"9,6","11,9","5,7","1,2",ri,0,0,"2,5","7,9","15,0","18,9",2020-09-09
"8,9","11,2","4,8","3,0",ri,0,0,"0,0","6,4","9,9","12,6",2020-09-10
"7,5","13,3","5,0","0,1",ri,0,0,"3,7","5,5","6,9","12,8",2020-09-11
"8,2","10,4","4,6","15,6",ri,0,0,"0,8","2,5","7,1","15,1",2020-09-12
"7,1","9,8","8,4","1,3",ri,0,0,"6,0","4,5","9,1","16,1",2020-09-13
"9,1","11,5","7,4","1,7",ri,0,0,"5,8","5,2","8,8","18,0",2020-09-14
"9,1","9,7","6,7","4,7",ri,0,0,"10,5","4,8","10,4","8,9",2020-09-15
"8,9","10,3","5,5","5,1",ri,0,0,"9,6","5,4","4,4","9,3",2020-09-16
"8,5","10,9","2,1","3,6",ri,0,0,"7,0","2,2","4,9","11,1",2020-09-17
"7,2","7,7","2,0","0,3",,0,0,"0,0","2,0","6,4","6,3",2020-09-18
