avg temperature,max temp,min temp,rain,rain type,snow depth,snow type,sun hours,avg wind,max wind,gust,date
"8,7","10,2","7,4","2,2",ri,ri0,0,"0,1","6,8","9,3","16,3",2022-10-01
"8,1","10,6","7,0","5,8",sl,0,0,"2,9","3,1","10,5","11,4",2022-10-02
"7,8","11,2","5,5","4,8",ri,0,0,"2,2","6,0","6,6","17,2",2022-10-03
"5,7","7,7","6,1","4,0",ri,0,0,"0,7","3,9","9,6","18,2",2022-10-04
"4,9","7,4","4,6","0,5",ri,0,0,"0,2","3,4","9,8","13,6",2022-10-05
"4,9","8,7","3,6","1,3",,0,0,"8,1","2,6","8,4","13,6",2022-10-06
"5,3","9,3","3,4","0,0",ri,0,0,"7,4","3,4","7,9","13,3",2022-10-07
"3,2","5,7","3,5","0,7",ri,0,0,"2,6","6,8","8,2","21,3",2022-10-08
"2,2","3,9","2,4","7,9",sl,0,0,"0,4","3,7","12,3","15,5",2022-10-09
"5,7","9,0","1,5","0,5",ri,0,0,"5,1","4,6","7,9","15,6",2022-10-10
"4,7","8,2","1,8","4,6",ri,0,0,"0,0","2,6","8,3","9,6",2022-10-11
"3,1","6,5","3,2","23,2",ri,0,0,"5,0","2,6","5,6","8,4",2022-10-12
"2,9","7,4","0,7","8,2",,0,0,"6,1","1,4","4,9","5,8",2022-10-13
"3,2","5,6","-1,0","0,0",,0,0,"9,5","5,9","3,5","19,7",2022-10-14
"2,6","5,9","0,9","0,0",,0,0,"6,3","6,7","13,2","29,0",2022-10-15
"2,2","5,6","1,7","0,0",,0,0,"4,0","1,2","18,3","4,6",2022-10-16
"5,2","6,8","-1,0","0,0",,0,0,"8,2","2,3","3,2","7,4",2022-10-17
"4,6","6,5","0,8","0,0",ri,0,0,"0,0","2,3","4,7","6,5",2022-10-18
"4,7","7,2","4,1","1,3",ri,0,0,"0,0","3,2","4,0","9,9",2022-10-19
"3,1","6,8","3,4","0,6",,0,0,"6,4","1,1","6,4","4,9",2022-10-20
"2,2","5,5","1,5","0,0",,0,0,"7,9","1,4","2,8","4,8",2022-10-21
"4,7","6,2","-1,0","0,0",,0,0,"5,9","3,7","3,3","9,1",2022-10-22
"5,9","7,2","3,0","0,0",ri,0,0,"6,2","2,5","5,4","10,4",2022-10-23
"6,9","9,3","3,3","0,1",ri,0,0,"0,0","2,2","6,4","13,8",2022-10-24
"7,2","9,6","4,4","0,8",ri,0,0,"0,0","2,8","8,1","14,7",2022-10-25
"3,2","8,6","6,7","0,1",,0,0,"0,5","0,9","8,0","2,7",2022-10-26
"2,7","5,1","0,6","0,0",ri,0,0,"8,1","1,2","1,9","5,4",2022-10-27
"4,8","8,0","2,0","0,1",ri,0,0,"2,8","2,8","3,0","8,5",2022-10-28
"5,8","7,6","0,5","0,1",,0,0,"1,3","2,9","5,4","8,4",2022-10-29
"6,010,5","8,1","3,4","0,0",,0,0,"0,0","3,4","5,3","9,6",2022-10-30
