avg temperature,max temp,min temp,rain,rain type,snow depth,snow type,sun hours,avg wind,max wind,gust,date
"5,7","8,1","5,2","0,0",,ri0,0,"['8,4']","4,7","7,8","7,6",2022-05-01
"5,0","7,4","2,0","4,7",ri,0,0,"8,4","4,0","7,7","13,8",2022-05-02
"5,7","9,5","4,6","7,7",ri,0,0,"2,0","3,2","6,1","12,9",2022-05-03
"2,2","6,5","0,4","0,0",,0,0,"3,1","4,7","9,0","10,8",2022-05-04
"3,3","7,0","-0,6","3,1",sl,0,0,"10,5","4,2","6,8","14,7",2022-05-05
"3,3","5,7","1,0","2,2",sl,0,0,"6,0","5,1","8,3","12,9",2022-05-06
"6,3","9,3","2,6","1,8",ri,0,0,"6,0","5,3","8,2","13,0",2022-05-07
"10,1","14,1","5,7","1,3",ri,0,0,"5,0","2,9","6,2","14,2",2022-05-08
"8,4","13,1","7,3","0,1",ri,0,0,"1,7","2,4","5,6","10,3",2022-05-09
"6,0","11,6","2,6","0,1",ri,0,0,"8,6","3,1","4,5","8,8",2022-05-10
"3,5","8,8","1,9","2,4",sl,0,0,"7,8","3,5","7,8","7,6",2022-05-11
"3,1","7,4","0,6","0,0",,0,0,"10,7","3,2","6,7","13,1",2022-05-12
"3,2","6,6","-0,7","0,0",,0,0,"11,8","3,5","7,2","11,1",2022-05-13
"5,4","9,8","-1,0","1,4",ri,0,0,"15,5","5,9","8,3","11,3",2022-05-14
"9,9","13,7","6,1","0,0",,0,0,"7,2","4,7","7,4","13,8",2022-05-15
"12,4","16,6","9,1","0,0",,0,0,"3,8","5,6","8,8","12,1",2022-05-16
"11,7","15,9","9,7","0,9",ri,0,0,"10,9","3,0","6,4","14,4",2022-05-17
"10,8","15,2","8,9","5,9",ri,0,0,"6,6","3,1","6,8","12,0",2022-05-18
"10,1","13,9","7,3","1,2",ri,0,0,"3,1","3,0","5,0","11,6",2022-05-19
"11,2","14,3","8,6","0,1",ri,0,0,"3,4","3,2","6,2","8,9",2022-05-20
"10,5","15,2","6,6","0,0",,0,0,"4,1","2,3","5,1","10,6",2022-05-21
"10,1","14,6","4,8","0,0",,0,0,"17,1","2,1","4,6","7,5",2022-05-22
"8,5","13,6","4,8","0,1",ri,0,0,"17,4","2,4","5,4","6,9",2022-05-23
"6,7","10,8","5,9","9,3",ri,0,0,"16,7","1,8","3,6","9,8",2022-05-24
"6,6","9,6","4,7","0,9",ri,0,0,"0,1","3,4","6,1","5,4",2022-05-25
"8,5","12,3","4,9","0,0",,0,0,"7,8","2,5","4,8","11,5",2022-05-26
"10,0","14,5","5,0","0,0",,0,0,"14,0","4,0","6,9","7,8",2022-05-27
"11,0","14,8","7,3","0,0",,0,0,"14,4","2,4","4,1","10,9",2022-05-28
"10,4","14,6","7,1","0,3",ri,0,0,"15,1","1,5","3,8","6,7",2022-05-29
"8,7","12,9","6,6","0,5",,0,['0'],"14,3","2,04,9","5,0","5,7",2022-05-30
