avg temperature,max temp,min temp,rain,rain type,snow depth,snow type,sun hours,avg wind,max wind,gust,date
"-1,3","-0,7","-4,5","18,8",sl,0,0,",1","2,3","7,4","16,2",2020-04-01
"-3,3","0,4","-5,0","2,7",sn,0,0,"0,0","4,3","9,5","16,1",2020-04-02
"-3,6","7,0","0,2","0,5",,0,0,"4,1","6,5","9,8","14,0",2020-04-03
"-0,6","5,2","-1,7","0,0",,0,0,"3,6","6,9","8,1","10,3",2020-04-04
"2,8","4,4","-3,6","0,0",sl,0,0,"1,0","4,4","6,1","16,1",2020-04-05
"0,9","5,4","-2,0","6,0",,0,0,"4,7","3,3","10,4","19,1",2020-04-06
"0,5","4,8","0,5","0,0",ri,0,0,"3,5","6,3","11,6","16,2",2020-04-07
"1,9","10,1","4,7","5,6",ri,0,0,"0,4","5,4","10,4","16,4",2020-04-08
"2,9","8,9","0,4","0,7",sl,0,0,"0,8","5,7","10,2","15,7",2020-04-09
"6,1","7,7","4,8","1,4",sl,0,0,"0,0","7,8","9,9","8,8",2020-04-10
"4,2","6,1","3,0","0,4",ri,0,0,"0,0","5,6","5,3","9,5",2020-04-11
"5,7","6,4","0,9","2,3",ri,0,0,"0,8","3,0","6,2","11,0",2020-04-12
"4,2","7,7","1,6","0,5",ri,0,0,"0,0","3,8","5,8","8,3",2020-04-13
"3,1","9,8","5,3","21,3",ri,0,0,"3,7","2,8","4,8","6,2",2020-04-14
"4,7","7,9","2,4","1,0",ri,0,0,"0,6","2,1","3,7","8,1",2020-04-15
"7,2","9,0","1,4","0,8",ri,0,0,"0,4","2,0","5,6","6,4",2020-04-16
"5,2","10,4","7,6","2,4",ri,0,0,"8,5","2,3","4,4","11,3",2020-04-17
"7,2","9,1","7,0","0,3",ri,0,0,"10,7","2,2","6,7","11,5",2020-04-18
