avg temperature,max temp,min temp,rain,rain type,snow depth,snow type,sun hours,avg wind,max wind,gust,date
"3,6","4,9","1,7","-2,62,2",ri,0,0,"['0,0']","2,8","6,9","9,2",2021-03-01
"5,0","6,7","2,6","0,1",ri,0,0,"0,0","4,0","5,0","11,5",2021-03-02
"4,4","5,8","3,6","9,0",ri,0,0,"0,0","2,0","6,1","6,1",2021-03-03
"4,0","5,7","2,6","0,9",ri,0,0,"0,1","3,6","3,8","8,3",2021-03-04
"5,1","8,1","3,0","0,4",ri,0,0,"0,0","1,2","5,6","6,2",2021-03-05
"4,1","7,1","2,8","0,9",ri,0,0,"2,1","3,0","3,6","10,9",2021-03-06
"4,0","7,9","1,2","0,4",ri,0,0,"0,8","4,2","7,9","19,1",2021-03-07
"4,2","7,2","2,8","3,2",ri,0,0,"8,5","2,5","11,1","10,1",2021-03-08
"1,9","4,5","-1,1","0,7",sl,0,2,"3,0","7,5","5,9","20,8",2021-03-09
"-1,0","3,4","-2,0","0,6",sn,0,0,"0,0","7,2","12,2","23,8",2021-03-10
"-1,2","0,1","-3,4","2,4",sn,0,2,"0,0","2,4","15,0","12,7",2021-03-11
"1,6","4,1","-0,1","0,1",,0,0,"1,7","4,1","6,5","12,9",2021-03-12
"-2,6","2,6","-3,4","0,0",,0,0,"6,6","1,8","7,0","10,0",2021-03-13
"-0,4","3,5","-6,5","0,0",ri,0,0,"10,3","6,1","5,9","18,1",2021-03-14
"4,6","7,1","2,0","0,1",sl,0,0,"8,5","3,5","11,3","10,0",2021-03-15
"5,4","7,4","3,0","4,4",ri,0,0,"0,0","4,3","5,9","10,8",2021-03-16
"8,2","10,3","6,5","9,9",ri,0,0,"0,0","5,2","6,5","12,2",2021-03-17
"8,4","9,6","6,9","2,0",ri,0,0,"0,3","6,0","7,5","15,4",2021-03-18
"6,5","8,2","6,0","4,2",ri,0,0,"0,0","4,6","9,1","13,8",2021-03-19
"3,9","6,6","2,4","1,3",ri,0,0,"0,0","8,1","7,2","20,4",2021-03-20
"6,6","8,7","4,2","2,0",sl,0,0,"0,0","8,5","11,0","21,2",2021-03-21
"2,6","7,0","-0,4","7,8",sl,0,0,"1,1","2,5","12,4","14,2",2021-03-22
"1,0","3,7","-0,1","1,8",sn,0,4,"5,2","3,1","8,2","12,1",2021-03-23
"0,3","3,4","-1,1","1,7",sn,1,4,"5,5","3,8","8,0","16,2",2021-03-24
"-1,3","2,9","-3,5","3,3",sn,4,2,"4,8","5,3","8,4","16,6",2021-03-25
"-4,9","-0,7","-5,0","0,1",,0,2,"4,9","6,8","9,6","23,3",2021-03-26
"-3,9","-0,3","-9,8","0,0",sn,0,4,"5,7","2,5","12,5","11,3",2021-03-27
"0,0","4,2","-1,7","1,2",sn,5,4,"2,5","4,0","6,7","12,5",2021-03-28
"-1,1","2,4","-2,4","0,7",,3,0,"7,0","1,7","8,1","6,4",2021-03-29
"0,6","5,5","-5,1","0,0",,0,['0'],"9,5","2,9","4,3","9,7",2021-03-30
