avg temperature,max temp,min temp,rain,rain type,snow depth,snow type,sun hours,avg wind,max wind,gust,date
"-5,2","-2,7","-10,9","5,7",sl,sn24,4,"0,2","3,2","8,3","13,6",2023-01-01
"1,3","3,0","-6,9","4,1",sl,25,4,"0,0","4,2","7,9","8,8",2023-01-02
"-2,4","2,1","-4,0","5,6",,23,4,"0,0","2,4","4,9","4,8",2023-01-03
"-5,9","-1,0","-7,0","0,0",,22,4,"3,3","1,2","2,9","5,1",2023-01-04
"-7,8","-5,7","-9,9","0,0",,21,4,"3,3","1,6","4,0","11,1",2023-01-05
"-4,5","-0,9","-10,4","0,0",,22,4,"0,0","2,0","5,7","9,5",2023-01-06
"-1,9","-0,3","-5,4","0,0",sn,21,4,"0,0","1,8","5,2","16,4",2023-01-07
"1,3","3,0","-2,9","0,3",sl,21,4,"0,0","6,3","9,4","17,8",2023-01-08
"-0,6","1,8","-1,6","0,1",,21,4,"2,4","6,3","10,4","10,9",2023-01-09
"1,4","3,5","-3,9","0,0",,21,4,"0,0","2,8","6,2","6,1",2023-01-10
"-2,3","4,0","-3,5","0,0",,21,4,"4,3","2,0","4,6","9,4",2023-01-11
"-1,3","0,4","-5,1","0,0",,21,4,"4,2","3,4","5,7","9,4",2023-01-12
"-2,5","0,5","-3,8","0,0",,20,4,"2,8","3,7","5,9","5,7",2023-01-13
"-7,0","-2,6","-9,3","0,0",,20,4,"4,6","1,9","3,5","8,9",2023-01-14
"-10,1","-7,5","-11,3","0,0",,20,4,"4,7","2,5","4,5","10,1",2023-01-15
"-6,5","-2,7","-12,2","0,0",,20,4,"4,7","1,9","6,4","10,6",2023-01-16
"-4,3","-0,8","-6,4","0,0",,21,4,"4,5","2,0","6,2","5,6",2023-01-17
"-10,2","-5,7","-12,1","0,0",,21,4,"5,0","1,4","4,2","15,2",2023-01-18
"-5,7","-4,2","-12,3","0,0",sl,20,2,"1,4","3,4","8,2","21,5",2023-01-19
"4,7","6,8","-4,5","5,9",ri,0,2,"0,0","7,9","12,9","14,1",2023-01-20
"2,0","6,8","0,5","15,9",sl,0,2,"0,0","3,7","8,4","26,8",2023-01-21
"-0,9","2,6","-5,0","2,8",sn,0,2,"0,0","10,4","17,4","14,7",2023-01-22
"-1,7","1,0","-5,0","0,4",,0,2,"0,0","3,5","8,9","14,4",2023-01-23
"3,9","5,9","-1,8","0,0",ri,0,0,"0,3","4,6","9,6","16,2",2023-01-24
"1,3","3,7","-1,2","0,9",ri,0,0,"0,7","4,3","9,6","21,4",2023-01-25
"5,7","7,9","1,6","4,4",sl,0,4,"0,0","7,9","13,1","22,2",2023-01-26
"1,8","5,4","-1,0","5,8",sl,1,0,"0,1","8,7","13,6","15,8",2023-01-27
"3,3","6,6","0,8","6,1",sl,0,2,"0,0","5,2","9,3","12,2",2023-01-28
"-0,1","3,8","-0,6","9,4",sn,0,4,"0,3","2,9","6,5","23,8",2023-01-29
"-1,6","0,5","-5,2","0,1",,3,4,"0,0","7,0","13,3","22,0",2023-01-30
