avg temperature,max temp,min temp,rain,rain type,snow depth,snow type,sun hours,avg wind,max wind,gust,date
"4,9","8,3","0,0","0,0",,ri0,0,"9,3","2,5","6,3","7,3",2020-10-01
"4,5","8,6","2,5","0,0",,0,0,"1,1","1,3","4,4","6,3",2020-10-02
"5,0","9,2","0,0","0,0",ri,0,0,"2,8","2,3","3,4","7,2",2020-10-03
"4,3","7,4","4,5","0,1",ri,0,0,"2,2","1,2","4,0","5,1",2020-10-04
"4,9","7,9","2,4","0,6",ri,0,0,"8,2","1,5","3,2","6,1",2020-10-05
"5,4","6,1","2,3","0,1",ri,0,0,"0,0","1,6","3,5","5,0",2020-10-06
"6,1","8,0","3,4","3,1",ri,0,0,"2,0","2,6","3,1","13,3",2020-10-07
"7,1","8,1","4,7","1,2",ri,0,0,"3,5","4,6","8,2","18,2",2020-10-08
"6,5","10,0","5,0","0,3",,0,0,"9,1","2,3","9,9","11,9",2020-10-09
"8,0","9,8","1,4","0,0",ri,0,0,"4,7","4,8","7,5","17,9",2020-10-10
"6,7","10,7","7,4","5,8",ri,0,0,"2,0","2,1","11,2","8,7",2020-10-11
"6,4","8,3","6,5","0,9",,0,0,"5,3","4,1","4,4","16,4",2020-10-12
"9,4","8,4","2,2","0,0",ri,0,0,"3,0","8,0","10,8","19,7",2020-10-13
"9,6","10,1","7,8","2,3",,0,0,"0,0","3,7","11,9","15,1",2020-10-14
"8,4","11,5","8,2","0,0",,0,0,"1,1","1,8","9,0","6,4",2020-10-15
"6,3","10,5","7,7","0,0",,0,0,"0,6","1,9","4,0","8,8",2020-10-16
"6,4","8,4","4,0","0,0",ri,0,0,"0,5","3,4","5,9","12,5",2020-10-17
"4,6","8,3","5,7","2,1",ri,0,0,"3,4","1,4","7,3","10,8",2020-10-18
"2,0","8,5","3,2","1,0",,0,0,"7,5","1,2","6,0","6,0",2020-10-19
"3,5","5,0","-1,6","0,0",,0,0,"7,6","3,2","3,2","12,0",2020-10-20
"4,8","4,8","1,9","0,0",ri,0,0,"0,0","7,6","7,2","19,6",2020-10-21
"6,2","6,1","2,6","4,2",ri,0,0,"0,0","6,9","10,6","18,5",2020-10-22
"6,7","8,4","5,4","2,1",ri,0,0,"3,9","5,2","11,1","20,2",2020-10-23
"5,5","9,3","3,6","0,3",,0,0,"0,3","4,0","10,4","15,7",2020-10-24
"4,3","7,6","4,5","0,0",,0,0,"0,6","3,6","9,4","11,5",2020-10-25
"4,7","6,6","2,0","0,0",,0,0,"5,3","7,7","6,4","18,3",2020-10-26
"6,5","6,3","2,4","0,0",,0,0,"0,4","6,9","11,3","18,3",2020-10-27
"6,6","7,7","4,6","0,0",ri,0,0,"3,6","6,2","9,9","20,2",2020-10-28
"4,7","8,1","6,0","0,1",ri,0,0,"1,4","3,4","10,6","10,4",2020-10-29
"5,0","6,7","2,8","10,7",,0,0,"4,6","3,4","5,8","13,6",2020-10-30
