avg temperature,max temp,min temp,rain,rain type,snow depth,snow type,sun hours,avg wind,max wind,gust,date
"10,4","13,9","7,2","0,0",,0,0,",0","2,8","4,6","7,5",2022-09-01
"9,9","16,0","7,0","0,0",ri,0,0,"0,0","2,5","4,4","8,9",2022-09-02
"11,0","14,3","6,4","0,1",ri,0,0,"11,9","2,1","4,6","5,2",2022-09-03
"10,5","15,6","10,2","2,9",ri,0,0,"0,0","1,7","3,2","5,7",2022-09-04
"10,8","16,4","9,7","20,7",ri,0,0,"3,6","1,2","3,8","3,9",2022-09-05
"12,8","13,2","11,6","0,7",,0,0,"10,9","1,5","2,2","16,4",2022-09-06
"11,3","15,3","7,4","0,0",,0,0,"11,2","1,1","9,5","13,8",2022-09-07
"13,0","13,6","5,9","0,0",,0,0,"1,2","6,5","8,4","10,3",2022-09-08
"9,5","11,5","8,3","0,0",,0,0,"8,0","3,7","5,2","5,2",2022-09-09
"8,5","10,5","3,2","0,0",,0,0,"6,0","2,4","3,3","8,5",2022-09-10
"8,8","10,5","1,7","0,0",ri,0,0,"0,0","1,8","5,0","8,8",2022-09-11
"6,9","12,1","3,7","0,1",,0,0,"0,4","3,2","4,6","22,2",2022-09-12
"7,0","9,7","6,2","0,0",ri,0,0,"0,6","2,6","12,6","26,7",2022-09-13
"7,3","13,2","8,6","14,5",ri,0,0,"2,6","7,8","16,2","7,0",2022-09-14
"9,0","12,0","8,3","11,7",ri,0,0,"1,5","7,7","4,2","3,6",2022-09-15
"9,5","13,4","9,9","4,0",ri,0,0,"0,0","1,8","2,2","6,4",2022-09-16
"11,0","13,4","7,4","6,3",ri,0,0,"8,2","0,8","3,8","13,5",2022-09-17
"10,6","12,4","8,0","0,4",ri,0,0,"10,3","2,5","7,5","9,5",2022-09-18
