avg temperature,max temp,min temp,rain,rain type,snow depth,snow type,sun hours,avg wind,max wind,gust,date
"5,1","6,7","3,8","0,0",,ri0,0,"['5,5']","3,6","4,5","7,8",2020-05-01
"2,7","7,4","0,6","0,0",,0,0,"5,5","2,2","6,5","10,4",2020-05-02
"3,4","11,9","-2,5","0,0",,0,0,"10,6","8,0","4,3","6,4",2020-05-03
"8,2","10,7","3,9","0,0",,0,0,"14,8","5,0","10,4","17,6",2020-05-04
"7,3","8,6","5,5","0,0",ri,0,0,"5,1","3,3","9,2","16,1",2020-05-05
"6,4","8,8","5,5","0,1",ri,0,0,"11,5","3,2","6,3","9,7",2020-05-06
"6,1","8,7","5,5","1,4",ri,0,0,"2,4","3,0","5,8","8,3",2020-05-07
"5,2","8,4","0,8","0,1",,0,0,"4,6","3,4","5,7","9,2",2020-05-08
"4,5","8,6","-1,0","0,0",,0,0,"16,4","3,3","5,1","9,1",2020-05-09
"5,4","9,1","0,6","0,0",ri,0,0,"16,2","4,0","5,7","9,4",2020-05-10
"6,4","9,0","5,5","0,3",ri,0,0,"12,4","2,0","6,9","13,2",2020-05-11
"4,9","9,0","2,5","0,5",ri,0,0,"0,6","4,3","5,4","8,6",2020-05-12
"6,4","7,8","3,1","0,8",ri,0,0,"7,0","3,1","7,0","11,1",2020-05-13
"6,6","9,8","5,6","4,6",ri,0,0,"1,4","3,2","6,1","10,3",2020-05-14
"6,6","11,7","4,3","2,9",,0,0,"0,0","3,2","6,4","10,7",2020-05-15
"6,7","10,9","1,0","0,0",,0,0,"14,1","4,2","6,3","10,4",2020-05-16
"6,4","10,5","3,8","0,0",,0,0,"16,7","3,2","6,1","10,7",2020-05-17
"6,8","11,9","4,3","0,0",ri,0,0,"1,3","3,4","6,0","9,7",2020-05-18
"7,2","11,1","3,2","0,2",ri,0,0,"4,3","5,3","4,8","8,6",2020-05-19
"8,1","13,2","4,4","0,8",ri,0,0,"1,8","6,3","10,0","16,0",2020-05-20
"9,7","16,7","7,3","5,6",ri,0,0,"0,0","2,9","9,8","15,6",2020-05-21
"12,1","16,2","7,6","0,1",,0,0,"10,9","2,2","5,6","9,3",2020-05-22
"11,4","16,6","6,2","0,0",ri,0,0,"12,0","5,7","5,3","9,2",2020-05-23
"7,5","11,0","4,2","0,5",ri,0,0,"13,8","4,6","10,6","16,4",2020-05-24
"7,4","7,9","4,0","13,3",ri,0,0,"3,0","4,8","8,0","12,8",2020-05-25
"6,4","8,7","5,2","11,4",ri,0,0,"6,7","6,5","9,4","15,4",2020-05-26
"7,2","14,2","5,3","1,9",ri,0,0,"3,8","5,1","8,5","14,6",2020-05-27
"10,1","11,8","6,8","4,5",ri,0,0,"0,0","8,4","8,5","15,7",2020-05-28
"10,3","12,1","9,8","3,9",ri,0,0,"3,8","4,7","11,1","18,1",2020-05-29
"8,9","10,7","6,2","2,3",,0,['0'],"0,0","2,6","7,7","14,3",2020-05-30
