avg temperature,max temp,min temp,rain,rain type,snow depth,snow type,sun hours,avg wind,max wind,gust,date
"6,4","9,2","5,0","0,0",,0,0,"5,1","4,1","9,5","16,1",2021-10-01
"6,9","10,8","5,1","0,0",ri,0,0,"4,4","4,2","10,1","17,6",2021-10-02
"4,6","9,6","4,4","1,1",,0,0,"5,7","4,2","9,9","15,6",2021-10-03
"5,2","8,3","3,1","0,0",,0,0,"9,1","2,2","9,0","8,2",2021-10-04
"6,2","8,9","1,5","0,0",ri,0,0,"4,6","3,9","4,4","12,4",2021-10-05
"8,9","10,4","4,0","0,1",ri,0,0,"6,8","7,6","7,8","19,3",2021-10-06
"9,7","12,2","5,9","0,1",ri,0,0,"0,0","5,5","11,6","16,1",2021-10-07
"7,5","10,3","8,3","3,2",ri,0,0,"1,2","3,1","9,8","10,0",2021-10-08
"5,1","7,6","6,4","6,6",ri,0,0,"0,0","2,0","6,3","6,5",2021-10-09
"4,7","9,1","3,9","5,2",ri,0,0,"4,0","2,1","4,0","7,8",2021-10-10
"8,0","9,9","0,7","0,2",,0,0,"7,8","4,2","5,0","9,6",2021-10-11
"5,4","10,3","4,1","0,0",ri,0,0,"0,0","5,7","6,3","17,2",2021-10-12
"3,2","5,8","4,2","11,3",ri,0,0,"4,0","3,0","10,3","18,5",2021-10-13
"5,6","7,9","-0,3","0,1",ri,0,0,"9,1","3,0","11,9","11,5",2021-10-14
"2,8","6,5","2,0","0,8",ri,0,0,"0,3","2,9","6,9","8,4",2021-10-15
"2,9","4,9","0,9","1,1",sl,0,4,"0,7","7,0","5,1","16,9",2021-10-16
"8,5","11,2","0,4","4,2",sl,1,0,"0,0","4,7","10,6","17,4",2021-10-17
"5,9","11,3","3,9","7,4",ri,0,0,"0,0","5,4","10,1","15,3",2021-10-18
"1,8","5,2","4,9","0,2",,0,0,"7,7","3,6","9,7","12,1",2021-10-19
"5,0","7,9","-0,6","0,0",,0,0,"6,5","4,1","7,8","12,2",2021-10-20
"4,7","5,5","0,6","0,0",,0,0,"0,2","5,2","7,2","15,9",2021-10-21
"7,6","9,0","1,2","0,0",ri,0,0,"0,0","2,7","8,3","7,2",2021-10-22
"7,8","9,8","4,4","7,4",ri,0,0,"0,5","3,1","4,4","9,2",2021-10-23
"4,4","8,5","6,8","0,6",ri,0,0,"0,0","2,4","4,8","7,8",2021-10-24
"5,5","8,1","3,6","2,3",ri,0,0,"0,0","5,5","4,5","23,5",2021-10-25
"4,9","7,8","1,9","0,2",ri,0,0,"0,0","3,0","13,7","20,2",2021-10-26
"4,9","8,0","4,4","2,9",,0,0,"6,8","2,3","13,7","8,9",2021-10-27
"6,2","8,6","1,8","0,0",ri,0,0,"1,6","2,7","4,8","11,1",2021-10-28
"5,2","10,1","2,9","0,1",,0,0,"2,0","1,2","6,3","4,4",2021-10-29
"2,611,5","5,9","3,8","0,0",,0,0,"7,7","5,3","2,5","15,4",2021-10-30
