avg temperature,max temp,min temp,rain,rain type,snow depth,snow type,sun hours,avg wind,max wind,gust,date
"11,9","13,6","11,0","3,6",ri,ri0,0,"['0,0']","1,3","2,8","4,3",2021-08-01
"12,9","16,4","10,8","0,9",,0,0,"0,0","2,7","2,5","4,4",2021-08-02
"12,6","15,8","11,1","0,0",ri,0,0,"0,0","1,2","3,8","6,8",2021-08-03
"13,3","16,2","11,2","5,1",ri,0,0,"1,4","1,6","3,0","5,2",2021-08-04
"12,1","14,5","11,5","6,2",ri,0,0,"0,5","1,8","3,0","4,9",2021-08-05
"12,4","15,9","9,4","5,0",ri,0,0,"5,6","1,5","3,7","5,2",2021-08-06
"14,4","18,1","9,7","0,1",ri,0,0,"3,1","2,0","3,2","4,5",2021-08-07
"15,3","19,1","12,4","5,9",,0,0,"6,1","2,9","5,2","8,7",2021-08-08
"14,1","20,3","11,5","0,0",,0,0,"5,3","2,6","6,0","10,2",2021-08-09
"11,9","15,1","10,1","0,0",,0,0,"8,4","1,5","4,4","7,1",2021-08-10
"12,9","16,0","10,1","0,0",,0,0,"15,3","2,4","3,0","4,5",2021-08-11
"12,6","16,7","9,2","0,0",,0,0,"0,0","2,0","5,6","9,3",2021-08-12
"11,9","14,9","10,2","0,0",,0,0,"14,9","2,5","4,6","7,5",2021-08-13
"11,0","13,0","10,0","0,0",,0,0,"14,3","3,0","4,2","6,8",2021-08-14
"11,3","13,5","10,1","0,0",ri,0,0,"4,6","2,2","4,9","7,7",2021-08-15
"11,7","13,8","10,7","0,5",ri,0,0,"2,2","3,1","3,4","5,4",2021-08-16
"13,1","15,0","11,4","1,5",ri,0,0,"0,0","2,0","5,1","8,3",2021-08-17
"12,4","14,6","11,6","0,6",,0,0,"1,8","2,6","4,0","6,8",2021-08-18
"11,5","13,6","9,3","0,0",,0,0,"0,3","2,4","3,7","5,6",2021-08-19
"10,9","14,0","9,3","0,0",,0,0,"0,0","2,5","4,7","7,1",2021-08-20
"12,8","15,6","9,3","0,0",ri,0,0,"1,0","3,8","4,9","8,8",2021-08-21
"15,1","16,8","12,8","5,1",ri,0,0,"0,2","5,2","7,9","12,4",2021-08-22
"15,6","17,5","14,2","1,7",,0,0,"0,4","4,6","9,2","16,0",2021-08-23
"14,1","16,4","13,1","0,0",,0,0,"0,1","5,8","7,2","11,3",2021-08-24
"12,9","15,4","11,0","0,0",ri,0,0,"0,1","4,2","8,3","13,6",2021-08-25
"12,8","14,4","12,1","4,1",ri,0,0,"0,0","7,7","8,0","13,4",2021-08-26
"10,6","13,0","9,2","0,5",ri,0,0,"1,1","4,0","11,2","18,8",2021-08-27
"11,2","12,5","10,2","4,1",ri,0,0,"1,6","4,1","6,7","12,2",2021-08-28
"12,0","13,0","11,0","0,3",ri,0,0,"0,1","3,9","6,1","10,3",2021-08-29
"13,214,6","16,511,5","12,0","10,3",,0,['0'],"0,3","3,4","5,3","9,2",2021-08-30
