avg temperature,max temp,min temp,rain,rain type,snow depth,snow type,sun hours,avg wind,max wind,gust,date
"8,7","11,3","7,8","0,6",ri,0,0,",3","5,5","8,7","13,0",2021-06-01
"9,9","12,6","7,4","2,2",ri,0,0,"1,7","4,3","6,9","9,6",2021-06-02
"9,6","11,0","7,9","1,9",,0,0,"7,5","4,1","5,5","13,6",2021-06-03
"9,2","11,6","6,9","0,0",ri,0,0,"11,6","2,8","7,7","13,5",2021-06-04
"8,8","11,3","8,3","1,0",ri,0,0,"0,0","4,2","8,3","6,3",2021-06-05
"9,4","12,5","6,9","4,6",,0,0,"8,6","3,6","3,5","5,3",2021-06-06
"9,7","11,9","6,0","0,0",ri,0,0,"12,7","1,6","3,1","11,0",2021-06-07
"8,4","8,9","3,6","0,7",ri,0,0,"6,4","1,9","6,1","9,4",2021-06-08
"6,4","13,6","5,0","2,0",,0,0,"4,2","3,2","5,3","15,1",2021-06-09
"7,4","11,1","4,2","0,0",,0,0,"0,0","4,1","9,0","11,8",2021-06-10
"6,6","10,4","2,9","0,0",,0,0,"5,8","5,0","6,4","10,0",2021-06-11
"6,7","11,6","2,0","0,0",ri,0,0,"14,7","3,4","5,6","7,8",2021-06-12
"7,7","11,1","2,4","0,4",ri,0,0,"0,0","3,8","4,7","15,8",2021-06-13
"6,5","9,0","5,8","5,1",,0,0,"5,0","2,6","9,5","11,1",2021-06-14
"6,6","9,0","4,9","0,0",ri,0,0,"19,3","5,9","7,6","7,0",2021-06-15
"6,6","10,3","5,6","0,6",ri,0,0,"7,1","4,3","4,1","5,3",2021-06-16
"7,2","10,4","7,1","7,3",ri,0,0,"0,0","2,3","3,2","11,7",2021-06-17
"7,9","10,2","5,9","0,2",,0,0,"13,9","1,9","7,5","10,6",2021-06-18
