avg temperature,max temp,min temp,rain,rain type,snow depth,snow type,sun hours,avg wind,max wind,gust,date
"2,2","6,7","-1,4","0,0",ri,0,0,",7","3,0","7,1","20,2",2022-11-01
"3,6","6,0","4,1","0,1",ri,0,0,"2,3","2,6","11,8","18,4",2022-11-02
"5,0","6,2","3,7","3,6",ri,0,0,"0,0","6,9","9,9","11,6",2022-11-03
"5,1","6,5","1,5","0,3",ri,0,0,"1,5","3,4","6,3","14,5",2022-11-04
"4,9","7,4","4,4","1,6",ri,0,0,"0,0","2,3","8,6","17,9",2022-11-05
"5,6","7,3","3,8","0,2",ri,0,0,"2,7","4,7","11,0","10,3",2022-11-06
"5,4","9,9","3,6","8,3",ri,0,0,"0,0","6,2","5,6","19,4",2022-11-07
"6,1","6,5","2,8","0,4",ri,0,0,"0,0","3,3","10,4","12,4",2022-11-08
"4,5","6,8","4,0","31,5",ri,0,0,"0,4","5,5","6,2","11,9",2022-11-09
"5,3","12,7","3,9","0,1",ri,0,0,"2,8","4,4","7,6","13,0",2022-11-10
"9,4","12,6","4,9","3,7",ri,0,0,"0,3","5,1","7,2","23,2",2022-11-11
"6,6","10,6","4,0","3,0",ri,0,0,"0,2","3,5","13,8","19,5",2022-11-12
"7,5","10,6","4,3","6,6",ri,0,0,"1,0","7,9","9,8","15,8",2022-11-13
"7,2","9,1","7,0","0,7",ri,0,0,"3,2","5,7","8,6","14,8",2022-11-14
"7,5","8,0","3,0","0,7",ri,0,0,"0,0","3,1","8,2","11,5",2022-11-15
"4,7","7,0","2,9","5,7",ri,0,0,"0,0","3,5","7,2","7,2",2022-11-16
"5,8","7,0","4,4","1,9",,0,0,"3,8","3,6","4,4","20,5",2022-11-17
"5,1","5,6","3,3","0,0",,0,0,"2,4","2,3","13,2","18,6",2022-11-18
