avg temperature,max temp,min temp,rain,rain type,snow depth,snow type,sun hours,avg wind,max wind,gust,date
"4,5","7,7","-1,5","-6,012,9",sl,0,2,"0,0","6,9","11,0","19,5",2020-12-01
"-1,7","3,6","-3,0","3,3",,0,0,"0,0","8,8","11,9","19,0",2020-12-02
"-4,3","-2,1","-5,7","0,0",,0,0,"0,4","6,5","13,0","21,2",2020-12-03
"-4,5","-3,2","-5,7","0,0",,0,0,"2,6","2,8","4,9","8,3",2020-12-04
"-4,7","-2,4","-9,0","0,0",sn,0,2,"0,0","4,7","6,6","12,1",2020-12-05
"-0,2","0,4","-3,5","0,3",sl,0,2,"0,0","5,7","10,0","16,2",2020-12-06
"3,1","3,9","-0,5","4,9",ri,0,0,"0,0","2,9","6,1","9,7",2020-12-07
"1,7","3,7","1,0","2,8",sn,0,0,"0,0","2,2","6,3","10,2",2020-12-08
"2,5","3,8","0,8","0,8",ri,0,0,"0,0","4,4","7,3","14,9",2020-12-09
"6,4","8,1","1,7","1,0",ri,0,0,"0,0","4,8","8,4","14,8",2020-12-10
"8,2","8,9","6,2","0,1",,0,0,"0,0","7,2","9,0","16,0",2020-12-11
"7,6","10,0","7,1","0,0",,0,0,"0,0","6,1","9,9","17,5",2020-12-12
"7,2","7,9","6,1","0,0",,0,0,"0,0","4,9","8,7","15,8",2020-12-13
"7,0","8,3","3,7","0,0",,0,0,"0,0","4,3","7,6","16,8",2020-12-14
"7,1","8,7","5,6","0,0",,0,0,"0,0","3,7","8,2","16,3",2020-12-15
"5,7","7,6","4,4","0,0",,0,0,"0,0","2,8","6,1","11,5",2020-12-16
"4,6","6,2","1,5","0,0",,0,0,"0,8","4,8","8,7","16,5",2020-12-17
"5,3","7,3","3,7","0,0",ri,0,0,"0,0","2,4","8,0","13,1",2020-12-18
"0,8","5,4","-1,2","0,2",,0,0,"0,4","6,0","8,5","16,3",2020-12-19
"1,0","2,3","-0,4","0,0",,0,0,"1,1","2,9","6,1","10,8",2020-12-20
"1,2","2,9","-0,3","0,0",,0,0,"0,0","3,0","5,7","9,7",2020-12-21
"-2,6","1,6","-4,3","0,0",sn,0,4,"2,1","1,6","3,5","7,6",2020-12-22
"0,7","1,6","-4,3","0,4",ri,1,0,"0,0","8,5","11,5","22,3",2020-12-23
"6,3","7,5","0,2","0,7",ri,0,0,"0,0","8,3","16,2","25,5",2020-12-24
"1,8","7,9","-0,1","22,5",sl,0,4,"0,0","3,1","7,1","11,6",2020-12-25
"-3,2","2,3","-6,2","5,8",sl,7,2,"0,0","7,5","15,8","25,7",2020-12-26
"2,3","4,6","-4,1","1,1",sl,0,0,"0,0","5,8","10,7","18,5",2020-12-27
"-0,9","3,2","-1,8","0,1",,0,2,"0,0","1,0","4,2","6,3",2020-12-28
"-1,5","-0,3","-3,4","0,0",sn,0,2,"0,0","1,4","3,0","5,1",2020-12-29
"-3,4","-0,1","-4,9","1,2",,0,2,"0,8","1,516,2","3,326,7","6,2",2020-12-30
