avg temperature,max temp,min temp,rain,rain type,snow depth,snow type,sun hours,avg wind,max wind,gust,date
,"9,9","3,9","-15,24,7",ri,"['sn', '0']",0,"0,0","3,3","7,8","13,3",2022-12-01
"4,6","6,2","4,0","5,1",ri,0,0,"0,0","1,2","2,9","4,3",2022-12-02
"1,4","4,5","0,0","1,2",,0,0,"4,2","1,0","2,7","4,3",2022-12-03
"2,0","3,0","-0,2","0,0",ri,0,0,"0,0","0,8","2,7","4,0",2022-12-04
"-0,7","3,1","-2,1","1,1",,0,0,"3,7","1,0","2,9","5,9",2022-12-05
"1,0","2,4","-2,9","0,0",ri,0,0,"0,0","1,7","4,1","6,7",2022-12-06
"-2,5","2,0","-3,9","0,5",,0,0,"3,9","4,7","9,2","15,8",2022-12-07
"-3,1","-0,3","-7,1","0,0",,0,0,"3,6","2,3","10,8","17,4",2022-12-08
"-1,0","0,9","-2,8","0,0",,0,0,"3,7","1,4","3,4","5,4",2022-12-09
"-5,0","0,1","-6,2","0,0",,0,0,"3,7","2,8","6,6","10,0",2022-12-10
"-3,0","-0,6","-6,8","0,0",,0,0,"3,6","1,8","3,2","5,1",2022-12-11
"-4,7","-0,2","-6,6","0,0",,0,0,"2,0","1,4","3,4","5,9",2022-12-12
"-6,5","-3,8","-7,8","0,0",,0,0,"3,3","1,3","3,5","6,6",2022-12-13
"-7,7","-4,6","-9,2","0,0",,0,0,"0,1","3,9","7,9","13,7",2022-12-14
"-7,0","-4,7","-9,6","0,0",,0,0,"2,7","3,3","8,4","13,8",2022-12-15
"-8,4","-6,0","-10,9","0,0",sn,0,0,"0,0","7,2","10,2","17,9",2022-12-16
"-3,5","-2,8","-8,1","7,3",sn,0,4,"0,0","2,5","9,3","17,7",2022-12-17
"-8,6","-2,8","-12,1","3,8",,14,4,"2,7","5,6","9,9","17,4",2022-12-18
"-4,2","-2,6","-12,3","0,0",,18,4,"0,0","6,1","12,7","21,3",2022-12-19
"-1,9","-0,7","-4,4","0,0",,16,4,"0,0","6,0","9,0","17,4",2022-12-20
"-1,7","-0,2","-2,6","0,0",,11,4,"2,5","3,1","5,5","9,9",2022-12-21
"-5,8","-1,6","-8,6","0,0",,10,4,"0,3","2,8","4,8","8,2",2022-12-22
"-7,1","-4,8","-8,5","0,0",,10,4,"0,0","3,7","7,3","12,0",2022-12-23
"-6,4","-4,6","-8,7","0,0",sn,10,4,"0,0","3,5","8,0","13,6",2022-12-24
"-3,3","0,5","-6,4","4,2",,7,4,"0,0","3,5","7,0","13,1",2022-12-25
"-7,3","-2,1","-10,8","0,0",sn,10,4,"1,7","3,4","8,1","15,1",2022-12-26
"-4,1","-1,9","-7,8","3,6",sn,9,4,"1,0","3,1","6,4","11,1",2022-12-27
"-6,8","-4,3","-10,9","2,5",,19,4,"2,3","1,8","6,3","11,5",2022-12-28
"-8,9","-4,4","-10,9","0,0",,21,4,"3,0","2,1","4,2","7,3",2022-12-29
"-11,3","-8,2","-13,3","0,0",,19,4,"3,0","4,010,6","7,817,8","12,5",2022-12-30
