avg temperature,max temp,min temp,rain,rain type,snow depth,snow type,sun hours,avg wind,max wind,gust,date
"13,5","14,0","9,2","2,2",ri,0,0,",0","1,8","12,4","20,4",2021-09-01
"13,0","13,2","8,8","9,9",ri,0,0,"0,1","6,9","11,1","15,9",2021-09-02
"10,1","11,9","8,3","0,5",ri,0,0,"3,7","7,5","8,0","13,8",2021-09-03
"9,9","12,6","7,1","0,1",ri,0,0,"0,0","5,4","7,4","12,4",2021-09-04
"10,1","12,0","8,2","0,1",ri,0,0,"2,2","3,5","7,7","11,7",2021-09-05
"9,2","12,3","9,1","4,3",ri,0,0,"1,7","2,8","6,3","9,2",2021-09-06
"10,1","11,2","8,2","1,4",ri,0,0,"4,7","3,2","5,7","15,1",2021-09-07
"9,5","12,1","7,3","18,6",ri,0,0,"0,0","2,4","9,3","16,8",2021-09-08
"9,4","11,7","6,3","6,2",ri,0,0,"3,7","4,3","9,5","22,6",2021-09-09
"10,3","12,9","6,5","1,1",ri,0,0,"0,4","4,3","11,3","18,6",2021-09-10
"10,0","11,1","7,0","6,0",ri,0,0,"4,8","6,7","10,8","15,8",2021-09-11
"8,5","14,6","8,3","5,3",ri,0,0,"0,5","3,3","9,6","9,4",2021-09-12
"10,6","13,1","6,6","1,3",ri,0,0,"0,4","4,0","5,6","12,3",2021-09-13
"9,9","9,7","4,6","12,9",ri,0,0,"3,0","3,4","6,5","18,2",2021-09-14
"7,2","9,8","7,9","11,6",ri,0,0,"0,0","4,1","8,9","18,6",2021-09-15
"7,5","12,4","7,9","6,1",sl,0,0,"6,8","6,8","10,4","20,0",2021-09-16
"9,3","11,0","4,5","7,7",sl,0,0,"0,9","7,5","10,9","19,0",2021-09-17
"8,8","12,8","0,8","8,2",sl,0,0,"0,0","6,3","11,3","14,6",2021-09-18
