avg temperature,max temp,min temp,rain,rain type,snow depth,snow type,sun hours,avg wind,max wind,gust,date
8.4,12.3,8.8,4.2,ri,0,0,.1,3.5,6.4,15.6,2019-09-01
9.3,12.8,9.6,4.9,ri,0,0,0.2,3.0,8.9,18.3,2019-09-02
10.6,13.2,9.9,8.7,ri,0,0,1.2,4.8,9.8,19.2,2019-09-03
10.9,13.6,8.2,1.3,ri,0,0,5.8,6.6,10.6,18.0,2019-09-04
11.3,12.9,6.5,2.0,ri,0,0,9.7,6.1,10.1,5.3,2019-09-05
10.0,13.5,8.0,2.2,ri,0,0,0.2,4.2,3.0,16.3,2019-09-06
9.2,11.6,7.8,4.9,ri,0,0,3.3,1.7,9.4,15.6,2019-09-07
9.3,11.3,5.2,3.1,ri,0,0,3.2,5.4,9.0,15.8,2019-09-08
8.3,10.6,5.2,3.4,ri,0,0,8.6,6.3,9.4,17.2,2019-09-09
7.2,10.7,6.2,7.9,ri,0,0,0.0,4.8,9.2,13.3,2019-09-10
7.9,11.0,1.9,7.5,ri,0,0,0.0,4.9,8.3,12.7,2019-09-11
7.2,9.5,2.8,0.2,ri,0,0,0.0,5.8,8.9,11.0,2019-09-12
5.5,9.5,4.1,8.4,ri,0,0,0.0,3.0,6.7,10.8,2019-09-13
6.9,11.0,5.3,32.4,ri,0,0,0.4,3.3,6.6,10.0,2019-09-14
7.3,10.0,9.8,14.6,ri,0,0,4.2,3.6,5.3,12.0,2019-09-15
8.2,13.1,11.8,3.6,ri,0,0,2.8,2.2,5.6,5.7,2019-09-16
12.0,13.2,11.7,0.1,ri,0,0,4.3,1.8,3.6,5.8,2019-09-17
12.4,14.6,12.1,0.8,ri,0,0,2.6,1.8,3.5,3.6,2019-09-18
