avg temperature,max temp,min temp,rain,rain type,snow depth,snow type,sun hours,avg wind,max wind,gust,date
"5,3","4,8","-4,4","0,0",,0,0,",9","5,0","7,0","12,5",2022-04-01
"1,9","2,3","-3,3","0,0",,0,0,"3,9","4,5","7,0","21,9",2022-04-02
"-2,4","2,1","-7,1","0,0",,0,0,"10,1","4,6","13,3","18,5",2022-04-03
"-1,3","1,7","-4,8","0,0",,0,0,"5,0","7,6","12,2","19,0",2022-04-04
"-2,1","3,4","-2,8","0,0",,0,0,"0,3","9,1","12,1","8,8",2022-04-05
"-0,8","5,0","1,3","0,0",,0,0,"1,4","6,2","5,5","10,4",2022-04-06
"1,0","6,2","1,6","0,0",,0,0,"0,0","3,0","6,2","12,0",2022-04-07
"3,5","7,7","3,7","0,0",,0,0,"0,1","3,0","7,1","15,8",2022-04-08
"4,4","10,3","2,0","0,0",ri,0,0,"0,8","2,7","9,0","9,2",2022-04-09
"5,7","9,7","5,4","3,7",ri,0,0,"12,9","4,8","5,9","8,8",2022-04-10
"6,3","10,6","6,5","1,0",ri,0,0,"12,4","2,5","5,5","5,7",2022-04-11
"8,4","9,6","7,8","3,6",ri,0,0,"0,5","3,2","3,5","8,2",2022-04-12
"8,1","10,3","4,8","0,1",,0,0,"2,8","2,0","4,8","6,4",2022-04-13
"8,8","10,2","3,0","0,0",ri,0,0,"2,7","2,8","4,2","4,5",2022-04-14
"5,9","8,2","0,8","5,0",ri,0,0,"7,1","1,7","3,3","5,0",2022-04-15
"5,5","10,9","4,4","6,7",ri,0,0,"4,1","1,3","3,6","5,7",2022-04-16
"5,8","9,3","7,0","0,8",ri,0,0,"5,9","1,6","3,6","5,7",2022-04-17
"7,1","13,2","6,5","0,1",,0,0,"1,0","1,8","3,7","8,7",2022-04-18
