avg temperature,max temp,min temp,rain,rain type,snow depth,snow type,sun hours,avg wind,max wind,gust,date
-1.0,5.4,1.1,0.0,,0,0,.2,6.2,15.5,25.9,2019-04-01
3.3,8.9,-0.1,0.0,,0,0,3.9,11.3,16.2,20.4,2019-04-02
3.2,6.2,0.4,0.0,,0,0,0.0,9.4,13.0,15.7,2019-04-03
4.1,7.7,1.0,0.0,,0,0,0.9,9.5,9.9,28.4,2019-04-04
3.3,8.2,3.5,0.0,,0,0,2.3,6.0,16.9,18.8,2019-04-05
3.8,8.5,3.7,0.0,ri,0,0,8.9,9.2,10.8,16.9,2019-04-06
4.5,9.0,5.2,1.0,ri,0,0,2.8,6.6,9.3,18.5,2019-04-07
5.5,10.0,6.6,3.4,ri,0,0,4.5,6.6,11.5,14.8,2019-04-08
6.3,11.9,7.6,7.9,ri,0,0,1.0,7.8,8.3,9.5,2019-04-09
7.4,11.9,6.5,6.3,ri,0,0,1.1,5.8,4.7,6.7,2019-04-10
9.5,11.4,6.4,4.1,ri,0,0,1.5,2.6,4.4,22.4,2019-04-11
8.6,9.7,4.4,4.6,ri,0,0,2.8,1.7,13.5,13.2,2019-04-12
9.0,11.1,6.1,6.1,ri,0,0,0.0,5.3,8.0,12.1,2019-04-13
7.8,9.3,6.3,1.2,ri,0,0,10.2,3.1,6.8,15.4,2019-04-14
7.5,9.0,7.0,7.9,ri,0,0,0.2,3.7,9.1,12.2,2019-04-15
7.7,10.0,4.0,2.7,,0,0,0.0,3.9,7.9,19.3,2019-04-16
7.7,8.2,4.1,0.0,ri,0,0,5.9,3.8,11.4,16.6,2019-04-17
7.7,7.8,1.6,3.0,ri,0,0,4.3,5.9,10.0,9.4,2019-04-18
