avg temperature,max temp,min temp,rain,rain type,snow depth,snow type,sun hours,avg wind,max wind,gust,date
"12,2","17,1","8,4","2,8",,ri0,0,"['2,3']","2,3","4,0","6,7",2020-07-01
"11,6","16,5","7,5","0,0",,0,0,"2,3","3,4","5,6","10,8",2020-07-02
"10,3","13,7","8,6","0,0",,0,0,"16,6","2,6","5,9","9,5",2020-07-03
"13,0","17,4","8,8","0,0",,0,0,"10,1","2,0","5,3","7,5",2020-07-04
"12,4","16,9","7,9","0,0",,0,0,"5,2","2,5","5,9","9,8",2020-07-05
"10,7","14,7","8,0","0,0",,0,0,"16,6","2,3","4,0","6,7",2020-07-06
"8,7","11,0","7,4","0,0",,0,0,"17,2","2,8","4,0","7,4",2020-07-07
"10,6","13,0","8,0","0,0",,0,0,"12,4","4,0","4,2","7,0",2020-07-08
"10,4","12,6","8,2","0,0",,0,0,"0,0","2,3","6,3","10,0",2020-07-09
"10,5","12,3","9,2","0,0",,0,0,"5,0","3,1","4,6","7,2",2020-07-10
"10,9","12,6","9,3","0,0",ri,0,0,"0,6","1,7","4,5","7,2",2020-07-11
"11,3","14,8","9,7","1,5",ri,0,0,"0,1","1,5","4,0","6,8",2020-07-12
"11,9","14,7","9,1","13,3",,0,0,"0,1","2,1","2,5","4,6",2020-07-13
"11,2","13,6","10,0","0,0",ri,0,0,"7,3","2,2","3,9","6,1",2020-07-14
"11,1","14,3","10,5","1,9",ri,0,0,"0,1","2,7","6,0","9,3",2020-07-15
"7,8","12,2","9,6","15,7",ri,0,0,"0,0","7,7","4,5","7,8",2020-07-16
"8,9","11,0","6,4","6,2",,0,0,"4,1","6,7","11,8","18,6",2020-07-17
"9,8","12,5","6,7","0,0",,0,0,"1,4","2,2","13,2","19,0",2020-07-18
"10,3","13,3","7,7","0,0",,0,0,"7,2","1,6","6,8","11,6",2020-07-19
"10,1","12,9","6,1","0,0",,0,0,"10,1","1,7","3,4","6,2",2020-07-20
"10,9","13,9","6,4","0,0",,0,0,"12,0","2,1","3,6","6,1",2020-07-21
"11,9","15,4","9,7","0,0",,0,0,"5,0","2,6","4,9","8,0",2020-07-22
"10,0","14,9","8,6","0,0",,0,0,"4,6","3,5","5,8","9,4",2020-07-23
"9,7","14,5","8,2","0,0",,0,0,"14,3","3,8","7,0","11,8",2020-07-24
"11,5","15,3","3,4","0,0",ri,0,0,"14,7","2,0","8,1","13,8",2020-07-25
"10,2","15,2","9,1","0,8",ri,0,0,"13,8","3,2","4,8","8,4",2020-07-26
"10,3","13,1","7,0","0,3",,0,0,"6,4","2,0","7,1","11,1",2020-07-27
"11,1","14,2","7,8","0,0",ri,0,0,"16,7","1,4","4,1","7,2",2020-07-28
"11,0","13,7","9,4","1,8",ri,0,0,"7,8","1,9","3,2","5,5",2020-07-29
"12,013,1","13,4","10,1","0,1",,0,['0'],"3,5","2,2","3,5","5,6",2020-07-30
