avg temperature,max temp,min temp,rain,rain type,snow depth,snow type,sun hours,avg wind,max wind,gust,date
"-3,4","-1,3","-6,6","1,4",sn,10,4,"0,8","4,9","6,6","16,8",2021-12-01
"2,5","3,8","-2,5","1,7",sl,6,4,"0,4","2,4","11,3","10,9",2021-12-02
"-1,2","3,2","-1,9","1,0",sn,5,4,"0,1","2,0","6,3","6,6",2021-12-03
"-3,6","-0,5","-4,9","1,8",,6,2,"2,8","8,7","4,5","26,3",2021-12-04
"3,0","4,5","-4,9","0,0",ri,0,0,"0,0","4,4","15,4","14,3",2021-12-05
"2,4","5,4","1,6","18,2",sl,0,0,"0,0","3,3","8,2","9,8",2021-12-06
"-1,3","2,8","-3,2","0,6",sn,0,2,"0,0","5,9","6,3","13,7",2021-12-07
"0,3","2,1","-2,7","1,0",sl,0,2,"0,0","4,0","9,0","15,7",2021-12-08
"1,5","3,5","-0,8","3,9",sl,0,4,"0,0","2,6","8,8","13,3",2021-12-09
"-1,1","1,5","-4,4","2,4",ri,5,2,"0,4","7,6","7,8","19,1",2021-12-10
"4,2","5,5","-2,3","10,0",ri,0,0,"0,0","5,5","10,9","14,0",2021-12-11
"5,0","5,9","3,6","8,5",ri,0,0,"0,0","3,1","9,6","11,5",2021-12-12
"3,0","5,9","2,3","11,2",ri,0,0,"0,0","4,3","6,7","20,9",2021-12-13
"2,6","4,3","1,4","7,6",ri,0,0,"0,0","4,7","9,7","17,0",2021-12-14
"4,0","5,1","1,0","8,1",ri,0,0,"0,0","8,9","9,8","20,4",2021-12-15
"7,6","9,0","4,3","4,5",ri,0,0,"0,0","2,6","12,9","14,6",2021-12-16
"5,2","8,1","4,8","3,6",ri,0,0,"0,0","3,6","8,3","8,3",2021-12-17
"7,5","8,4","3,8","4,2",ri,0,0,"0,0","3,2","5,2","11,4",2021-12-18
"7,4","8,8","6,8","0,9",,0,0,"0,0","1,2","6,6","4,3",2021-12-19
"4,6","7,3","3,9","0,0",ri,0,0,"0,0","2,9","2,9","6,9",2021-12-20
"2,0","5,1","-0,4","1,0",,0,0,"0,2","2,8","4,4","9,5",2021-12-21
"1,1","3,7","-0,8","0,0",,0,0,"0,0","1,7","4,7","9,8",2021-12-22
"0,2","2,8","-2,0","0,0",,0,0,"0,5","2,7","4,8","8,4",2021-12-23
"-0,3","1,7","-2,0","0,0",,0,0,"1,2","2,3","4,6","8,7",2021-12-24
"2,0","3,3","0,2","0,0",,0,0,"0,0","2,1","4,9","7,6",2021-12-25
"0,6","3,6","-0,4","0,0",sn,0,2,"0,0","1,4","4,5","4,2",2021-12-26
"-2,6","0,8","-3,6","0,5",,0,2,"2,0","3,9","2,6","18,2",2021-12-27
"-2,2","-1,3","-6,7","0,0",sn,0,4,"0,2","3,7","9,9","17,7",2021-12-28
"-0,9","0,8","-3,3","0,1",,2,2,"0,0","1,8","10,0","5,0",2021-12-29
"-3,5","0,0","-6,4","0,0",,0,2,"1,7","5,2","3,3","11,0",2021-12-30
