avg temperature,max temp,min temp,rain,rain type,snow depth,snow type,sun hours,avg wind,max wind,gust,date
9.6,4.0,7.7,0.1,ri,0,0,['5.4'],1.9,3.8,6.2,2019-05-01
6.4,10.0,5.9,1.3,ri,0,0,5.4,1.6,4.0,7.8,2019-05-02
5.0,9.5,1.4,8.6,ri,0,0,0.0,4.3,6.9,11.5,2019-05-03
6.2,10.5,4.0,0.2,ri,0,0,7.4,2.0,4.3,7.2,2019-05-04
7.7,11.5,1.8,0.0,ri,0,0,2.0,2.4,5.6,8.7,2019-05-05
7.8,11.5,6.4,0.0,,0,0,14.1,1.7,3.3,5.9,2019-05-06
6.7,10.9,3.8,0.0,,0,0,4.0,3.5,6.3,11.0,2019-05-07
4.4,10.3,1.8,0.0,,0,0,10.4,2.9,5.1,8.8,2019-05-08
4.8,8.9,2.8,0.0,,0,0,1.9,3.4,6.0,11.0,2019-05-09
2.8,8.8,-1.6,0.0,,0,0,14.0,3.1,6.5,12.4,2019-05-10
2.7,6.2,-1.8,0.0,,0,0,13.4,3.4,6.6,11.2,2019-05-11
4.4,8.4,-1.0,0.0,,0,0,16.5,5.0,10.1,19.1,2019-05-12
8.6,11.4,3.3,4.0,,0,0,3.9,6.2,11.6,19.1,2019-05-13
10.7,14.4,8.4,1.5,ri,0,0,0.6,5.8,10.2,16.2,2019-05-14
9.6,11.5,8.4,0.2,ri,0,0,5.7,5.8,13.0,20.1,2019-05-15
10.2,13.7,8.7,4.9,ri,0,0,0.0,4.1,7.1,10.2,2019-05-16
9.4,13.1,7.9,4.8,ri,0,0,8.2,2.5,4.1,8.5,2019-05-17
9.1,11.0,8.1,2.5,ri,0,0,0.0,1.9,4.3,7.2,2019-05-18
8.6,11.4,7.7,3.4,ri,0,0,0.0,1.9,4.2,6.7,2019-05-19
8.2,9.6,6.8,1.9,ri,0,0,1.1,1.7,4.6,8.1,2019-05-20
9.5,12.3,7.3,0.2,ri,0,0,0.4,1.5,3.9,5.9,2019-05-21
10.5,14.9,6.4,0.3,ri,0,0,6.6,2.0,3.6,5.6,2019-05-22
9.7,13.8,8.2,0.0,ri,0,0,11.7,2.6,4.9,8.1,2019-05-23
9.0,12.6,6.1,0.0,,0,0,12.2,2.1,4.2,6.2,2019-05-24
9.2,12.4,5.8,0.0,,0,0,12.2,2.1,3.8,6.1,2019-05-25
8.8,12.6,6.4,0.1,,0,0,3.8,2.9,4.2,7.0,2019-05-26
10.0,13.4,5.7,0.0,ri,0,0,9.0,3.1,5.5,9.5,2019-05-27
6.8,12.9,2.9,0.0,,0,0,16.8,2.8,6.0,11.1,2019-05-28
6.5,12.3,-0.2,0.0,,0,0,12.0,2.8,6.7,11.4,2019-05-29
8.1,12.2,3.6,0.0,,0,['0'],17.4,3.6,5.4,8.7,2019-05-30
