avg temperature,max temp,min temp,rain,rain type,snow depth,snow type,sun hours,avg wind,max wind,gust,date
7.2,10.8,4.5,0.0,,0,0,5.1,1.6,4.8,9.9,2019-06-01
6.6,12.6,2.5,0.0,,0,0,17.3,2.6,5.7,8.2,2019-06-02
7.9,13.9,3.8,0.0,,0,0,14.5,3.5,4.8,8.8,2019-06-03
9.3,13.9,6.4,0.0,,0,0,11.8,2.4,5.5,6.6,2019-06-04
10.5,16.2,5.7,0.0,,0,0,7.4,2.1,4.3,7.4,2019-06-05
10.9,14.4,7.6,0.0,,0,0,11.2,1.6,4.3,17.0,2019-06-06
10.9,14.2,6.2,0.0,,0,0,8.9,2.0,10.1,14.5,2019-06-07
10.8,14.9,8.3,0.0,,0,0,10.4,6.7,7.8,11.3,2019-06-08
10.9,13.5,9.6,0.0,,0,0,6.3,3.3,6.3,8.5,2019-06-09
10.6,16.6,9.2,0.0,ri,0,0,12.0,3.2,5.3,9.7,2019-06-10
12.4,21.1,9.4,0.8,,0,0,4.6,2.6,5.4,5.8,2019-06-11
13.6,19.0,9.0,0.0,,0,0,6.4,2.7,3.7,7.1,2019-06-12
12.9,15.3,8.1,0.0,,0,0,8.6,1.2,4.3,9.9,2019-06-13
11.4,19.5,7.2,0.0,ri,0,0,17.5,2.6,6.0,8.9,2019-06-14
11.6,17.4,5.8,2.0,,0,0,6.3,4.0,5.5,8.8,2019-06-15
8.1,11.4,6.6,0.0,,0,0,9.9,3.7,5.2,8.6,2019-06-16
8.4,13.2,6.4,0.0,,0,0,0.0,3.2,5.7,7.7,2019-06-17
9.5,13.0,6.7,0.0,ri,0,0,0.0,2.2,4.8,11.4,2019-06-18
