avg temperature,max temp,min temp,rain,rain type,snow depth,snow type,sun hours,avg wind,max wind,gust,date
"8,2","13,1","3,2","0,0",,0,0,"2,5","3,6","8,8","8,2",2020-06-01
"9,3","11,5","3,2","0,0",ri,0,0,"13,3","5,0","4,4","12,7",2020-06-02
"6,7","11,3","6,6","0,8",ri,0,0,"0,0","2,3","7,6","14,6",2020-06-03
"8,3","13,5","7,4","4,2",,0,0,"0,0","4,5","7,6","9,9",2020-06-04
"9,8","11,2","5,5","0,0",,0,0,"4,2","3,9","6,3","8,7",2020-06-05
"8,9","11,4","7,0","0,0",ri,0,0,"0,0","2,9","5,2","13,6",2020-06-06
"8,6","13,6","8,5","1,4",ri,0,0,"4,6","2,7","8,6","9,3",2020-06-07
"10,5","15,3","7,9","16,1",ri,0,0,"10,8","5,7","5,2","11,6",2020-06-08
"10,5","12,6","5,7","1,5",ri,0,0,"6,5","3,3","6,9","18,9",2020-06-09
"9,1","11,2","6,8","8,7",ri,0,0,"5,7","3,7","9,9","10,4",2020-06-10
"8,3","11,3","7,7","2,7",ri,0,0,"8,4","5,8","5,8","11,5",2020-06-11
"9,4","11,9","5,5","0,8",,0,0,"3,9","3,4","6,4","6,6",2020-06-12
"9,2","10,8","5,1","0,0",,0,0,"7,9","4,1","4,1","6,0",2020-06-13
"8,6","14,6","7,7","0,0",ri,0,0,"1,1","2,1","3,3","5,7",2020-06-14
"9,7","13,9","8,7","2,8",,0,0,"2,7","1,9","3,7","5,7",2020-06-15
"10,5","14,9","9,5","0,0",ri,0,0,"7,0","2,1","3,6","5,8",2020-06-16
"11,5","16,5","12,2","0,4",ri,0,0,"1,3","1,8","4,2","8,5",2020-06-17
"12,5","21,4","9,7","2,5",ri,0,0,"0,7","1,7","4,7","7,0",2020-06-18
