avg temperature,max temp,min temp,rain,rain type,snow depth,snow type,sun hours,avg wind,max wind,gust,date
"-0,4","1,3","-3,7","0,1",ri,sn0,2,"1,2","4,9","4,3","7,1",2021-01-01
"5,9","7,2","1,2","0,2",ri,0,0,"0,0","8,0","9,1","14,9",2021-01-02
"6,7","9,0","6,5","0,5",ri,0,0,"0,0","3,8","13,5","25,0",2021-01-03
"2,6","7,8","1,4","5,0",ri,0,0,"0,0","1,3","8,5","17,0",2021-01-04
"1,6","2,9","1,0","0,4",sl,0,0,"0,0","3,8","4,2","10,1",2021-01-05
"-1,8","2,9","-2,9","0,1",,0,0,"0,0","2,9","7,8","13,2",2021-01-06
"-4,7","-2,7","-7,8","0,0",ri,0,0,"0,4","7,4","5,2","9,0",2021-01-07
"2,0","5,8","-4,4","3,7",sl,0,2,"0,0","3,1","10,5","16,4",2021-01-08
"-4,8","0,7","-7,1","2,8",sn,0,2,"0,5","1,9","7,2","12,6",2021-01-09
"-7,9","-4,6","-9,7","0,3",,0,2,"4,3","2,1","3,5","5,5",2021-01-10
"-4,9","-1,0","-9,5","0,0",,0,2,"4,3","5,6","4,1","9,0",2021-01-11
"0,3","0,8","-4,7","0,0",ri,0,0,"0,0","5,4","8,3","15,7",2021-01-12
"3,7","5,3","0,5","1,3",ri,0,0,"0,0","4,2","10,8","17,7",2021-01-13
"3,5","5,1","2,5","6,4",sl,0,0,"0,2","3,6","7,5","13,0",2021-01-14
"4,0","4,7","2,4","3,6",ri,0,0,"0,0","4,2","7,0","14,0",2021-01-15
"2,3","5,4","1,7","14,8",sl,0,0,"0,0","3,2","8,1","13,6",2021-01-16
"1,4","2,7","0,6","3,2",sl,0,2,"0,1","4,8","6,2","12,7",2021-01-17
"1,6","3,0","-0,1","1,8",,0,2,"0,4","6,5","9,7","17,2",2021-01-18
"0,5","1,5","-0,3","0,0",,0,2,"1,3","4,3","9,4","17,7",2021-01-19
"-1,3","3,6","-4,0","0,0",,0,2,"4,2","5,8","8,9","16,3",2021-01-20
"-0,8","0,4","-3,6","0,0",,0,2,"0,9","7,1","8,9","17,3",2021-01-21
"-2,3","-0,6","-3,1","0,0",,0,2,"1,2","6,1","10,2","17,7",2021-01-22
"-1,1","-0,8","-3,0","0,0",,0,2,"0,3","3,2","10,0","19,6",2021-01-23
"-1,5","0,0","-2,2","0,0",,0,0,"4,3","4,8","6,1","13,8",2021-01-24
"-2,1","-1,6","-3,0","0,0",,0,0,"0,3","7,5","8,9","16,1",2021-01-25
"-2,3","-1,7","-3,1","0,0",,0,0,"1,9","5,7","10,8","19,5",2021-01-26
"-0,6","0,6","-3,1","0,0",,0,0,"0,0","2,7","10,0","16,4",2021-01-27
"-4,2","0,4","-4,9","0,0",,0,0,"5,5","2,2","5,7","8,9",2021-01-28
"-0,4","2,1","-6,6","0,0",,0,0,"1,5","1,7","2,9","4,7",2021-01-29
"-2,9","1,6","-3,6","0,0",,0,0,"0,0","4,2","4,8","7,8",2021-01-30
