avg temperature,max temp,min temp,rain,rain type,snow depth,snow type,sun hours,avg wind,max wind,gust,date
"1,3","6,4","0,9","8,9",sl,0,4,"0,0","6,4","8,8","19,3",2020-01-01
"-3,0","1,1","-5,3","5,3",sn,2,4,"0,0","5,0","11,5","15,0",2020-01-02
"-6,3","-2,9","-9,6","6,6",sl,10,4,"0,0","3,5","8,7","24,4",2020-01-03
"1,8","5,9","-9,6","1,8",sl,6,2,"0,0","7,2","14,1","22,8",2020-01-04
"2,9","5,0","1,1","14,6",ri,0,2,"0,1","5,6","12,5","14,6",2020-01-05
"2,3","4,8","1,2","7,3",sl,0,2,"0,0","4,5","8,4","26,1",2020-01-06
"0,2","3,8","-1,3","1,6",sl,0,2,"0,0","9,8","16,9","27,2",2020-01-07
"-0,8","0,3","-3,7","5,2",sn,0,2,"0,0","9,5","17,2","23,2",2020-01-08
"-2,3","0,8","-4,3","1,1",sn,0,4,"0,0","8,8","13,7","23,4",2020-01-09
"1,9","4,7","-3,9","5,7",sl,8,2,"0,0","7,1","12,8","22,9",2020-01-10
"-0,9","4,8","-3,3","7,1",sn,0,4,"0,0","6,3","13,6","17,9",2020-01-11
"-2,7","-0,4","-5,2","2,1",sn,3,4,"0,0","6,4","9,7","18,9",2020-01-12
"0,2","1,6","-2,6","8,3",sn,9,4,"0,0","6,0","10,8","23,3",2020-01-13
"1,6","2,6","0,3","0,1",,7,4,"0,0","7,1","13,6","22,5",2020-01-14
"0,9","2,4","-0,7","0,0",,6,4,"2,6","3,2","11,8","12,3",2020-01-15
"2,3","3,3","-0,2","0,0",sl,5,4,"0,0","3,5","7,4","9,3",2020-01-16
"-0,5","2,2","-1,8","2,0",sn,6,4,"2,5","2,0","4,9","16,6",2020-01-17
"-0,3","-0,4","-2,8","2,0",ri,8,2,"0,0","3,3","10,6","25,2",2020-01-18
"5,6","8,2","-0,7","12,1",sl,0,2,"0,0","9,2","14,0","23,1",2020-01-19
"1,1","5,8","-0,9","4,1",sl,0,2,"0,1","8,2","12,8","14,0",2020-01-20
"2,6","3,3","-0,5","2,9",sl,0,0,"0,0","4,0","7,9","19,9",2020-01-21
"4,2","8,5","1,1","5,9",sl,0,2,"0,7","8,6","11,7","30,8",2020-01-22
"-0,9","2,4","-2,8","7,0",sn,0,2,"0,2","12,3","16,9","18,6",2020-01-23
"0,0","1,3","-1,9","2,4",sl,0,2,"0,0","4,8","11,0","19,9",2020-01-24
"2,1","4,1","-0,7","0,4",sl,0,2,"0,0","6,4","11,0","15,6",2020-01-25
"1,7","3,2","0,0","5,0",sl,0,2,"3,4","4,2","10,4","12,0",2020-01-26
"0,5","2,3","-1,6","0,4",sn,0,4,"0,8","4,5","6,2","12,8",2020-01-27
"-0,4","2,1","-1,3","4,1",,8,4,"3,5","3,2","6,5","5,7",2020-01-28
"-2,7","1,9","-4,9","0,0",,6,4,"6,2","1,9","4,0","8,0",2020-01-29
"-1,4","2,1","-4,9","0,0",,6,4,"6,1","1,8","5,2","12,9",2020-01-30
