avg temperature,max temp,min temp,rain,rain type,snow depth,snow type,sun hours,avg wind,max wind,gust,date
"3,4","8,6","-2,2","0,0",,ri0,0,"12,6","2,4","4,5","8,7",2023-05-01
"5,3","7,6","3,2","0,0",,0,0,"1,3","3,4","5,9","9,4",2023-05-02
"6,1","9,3","4,2","0,0",ri,0,0,"3,0","3,9","6,3","10,0",2023-05-03
"6,2","8,7","2,5","1,2",ri,0,0,"0,0","4,2","6,5","11,0",2023-05-04
"7,9","9,8","6,4","5,1",ri,0,0,"0,5","5,0","8,1","13,1",2023-05-05
"9,2","12,4","5,8","2,3",ri,0,0,"3,8","3,0","4,6","8,3",2023-05-06
"10,8","14,5","8,7","1,2",ri,0,0,"3,5","3,8","6,6","11,1",2023-05-07
"10,4","12,6","8,8","0,3",ri,0,0,"0,0","3,4","6,1","10,0",2023-05-08
"9,9","12,3","8,8","4,4",ri,0,0,"0,3","2,0","3,2","4,8",2023-05-09
"8,7","11,8","8,0","2,9",,0,0,"4,2","1,3","3,9","5,3",2023-05-10
"8,2","11,3","6,3","0,0",ri,0,0,"1,1","4,6","8,5","14,7",2023-05-11
"7,1","9,5","6,1","10,6",ri,0,0,"3,5","3,3","8,8","14,6",2023-05-12
"5,6","9,1","4,0","1,4",ri,0,0,"2,2","4,8","8,3","13,4",2023-05-13
"5,2","7,8","3,7","25,1",ri,0,0,"8,0","4,8","8,1","14,0",2023-05-14
"3,9","6,7","1,9","6,8",ri,0,0,"11,1","3,8","6,9","11,3",2023-05-15
"5,0","7,0","0,2","0,1",ri,0,0,"0,4","4,2","6,1","10,2",2023-05-16
"7,6","8,9","6,0","3,6",ri,0,0,"0,0","2,5","6,0","10,4",2023-05-17
"8,7","11,2","6,6","2,8",ri,0,0,"0,2","7,2","10,5","18,9",2023-05-18
"7,5","10,2","5,1","1,9",ri,0,0,"1,2","7,3","11,0","20,0",2023-05-19
"5,2","8,9","4,1","2,1",ri,0,0,"6,2","8,4","12,4","20,7",2023-05-20
"4,8","7,6","1,8","8,2",ri,0,0,"1,7","6,1","9,7","17,6",2023-05-21
"6,1","8,8","2,0","8,7",ri,0,0,"6,3","5,3","10,2","17,5",2023-05-22
"6,1","8,0","2,6","2,3",ri,0,0,"2,4","10,4","15,7","26,4",2023-05-23
"6,3","8,6","3,1","1,7",ri,0,0,"4,9","9,7","13,4","21,5",2023-05-24
"6,8","9,3","5,0","0,1",ri,0,0,"2,3","5,9","8,2","14,0",2023-05-25
"6,4","9,6","4,8","4,3",ri,0,0,"0,4","6,6","11,0","18,5",2023-05-26
"5,8","8,5","3,6","4,8",ri,0,0,"12,4","5,4","11,8","20,4",2023-05-27
"7,0","8,3","5,2","2,9",ri,0,0,"0,0","5,6","7,6","13,4",2023-05-28
"8,9","10,6","7,4","17,4",ri,0,0,"0,0","6,1","9,5","16,3",2023-05-29
"6,6","9,4","6,0","1,6",,0,0,"0,6","4,7","7,4","13,4",2023-05-30
