avg temperature,max temp,min temp,rain,rain type,snow depth,snow type,sun hours,avg wind,max wind,gust,date
"-1,1","7,1","2,6","13,9",sl,0,0,",6","3,7","5,0","30,2",2021-11-01
"0,9","5,6","0,6","9,4",ri,0,0,"1,2","2,8","15,7","22,5",2021-11-02
"4,9","4,4","-0,9","8,0",ri,0,0,"1,0","9,9","13,8","18,4",2021-11-03
"3,7","2,9","1,1","7,4",ri,0,0,"1,1","8,6","10,2","20,6",2021-11-04
"2,2","7,0","2,8","1,2",ri,0,0,"0,0","5,4","12,2","11,1",2021-11-05
"1,3","6,8","1,6","0,1",,0,0,"0,5","4,8","7,1","12,2",2021-11-06
"5,2","4,4","-1,4","0,0",,0,2,"0,1","3,4","6,9","7,6",2021-11-07
"3,9","3,3","-0,7","0,0",ri,0,2,"0,0","2,8","4,8","9,5",2021-11-08
"1,5","2,7","1,5","15,0",sl,0,0,"0,0","2,7","5,6","11,0",2021-11-09
"1,4","9,0","1,9","7,4",sl,0,2,"0,0","2,8","7,3","19,1",2021-11-10
"1,3","10,6","0,6","4,7",sl,0,0,"0,4","4,2","11,7","14,2",2021-11-11
"7,1","5,2","0,4","2,8",sn,0,0,"2,9","6,1","8,2","18,2",2021-11-12
"4,9","4,0","-2,8","3,5",ri,0,0,"0,0","3,2","9,8","14,2",2021-11-13
"2,7","2,5","-2,1","10,1",ri,0,0,"0,0","4,7","7,0","13,6",2021-11-14
"2,0","4,2","1,8","4,1",sl,0,0,"0,0","4,4","8,3","7,6",2021-11-15
"-1,4","4,8","-0,9","4,7",ri,0,0,"0,0","2,8","4,8","10,3",2021-11-16
"2,5","4,3","-1,4","6,0",ri,0,0,"0,0","2,6","6,2","10,3",2021-11-17
"3,5","6,5","4,1","2,7",sn,0,0,"3,2","2,2","5,4","11,4",2021-11-18
