avg temperature,max temp,min temp,rain,rain type,snow depth,snow type,sun hours,avg wind,max wind,gust,date
"3,8","8,3","-1,1","0,0",,ri0,0,"11,2","3,8","4,7","9,5",2021-05-01
"4,2","8,4","-0,4","0,0",,0,0,"16,0","2,8","5,7","9,2",2021-05-02
"4,3","8,7","-2,1","0,0",,0,0,"16,2","2,9","7,3","11,7",2021-05-03
"4,5","8,4","0,8","0,0",,0,0,"16,2","2,2","5,5","9,7",2021-05-04
"4,7","8,0","0,0","0,0",,0,0,"16,4","3,3","4,2","6,8",2021-05-05
"3,6","9,0","0,2","0,0",,0,0,"16,5","2,0","6,6","10,8",2021-05-06
"2,7","8,2","-2,4","0,0",ri,0,0,"12,3","3,4","5,6","8,4",2021-05-07
"3,3","8,0","-0,2","0,2",,0,0,"16,3","3,4","5,7","9,4",2021-05-08
"3,8","9,8","-1,7","0,0",,0,0,"15,3","2,8","7,4","12,5",2021-05-09
"4,1","8,8","-0,4","0,0",,0,0,"16,5","1,8","7,1","11,7",2021-05-10
"3,5","8,0","-1,8","0,0",,0,0,"16,5","1,8","4,1","6,7",2021-05-11
"4,3","8,3","0,2","0,0",,0,0,"7,9","1,8","4,1","6,4",2021-05-12
"4,6","7,3","2,7","0,0",ri,0,0,"1,7","2,1","3,3","5,2",2021-05-13
"4,4","9,0","2,2","0,5",ri,0,0,"8,4","2,0","6,4","10,6",2021-05-14
"5,3","8,8","1,3","1,4",,0,0,"9,0","3,2","4,1","8,0",2021-05-15
"4,8","9,1","-0,1","0,0",,0,0,"9,4","3,0","6,3","9,4",2021-05-16
"5,9","8,8","2,8","0,0",,0,0,"2,0","3,1","5,0","8,8",2021-05-17
"5,9","9,1","3,8","0,0",,0,0,"10,7","2,0","4,2","7,6",2021-05-18
"4,9","8,6","3,0","0,0",sl,0,0,"4,7","1,9","4,1","6,9",2021-05-19
"5,7","9,0","1,1","6,2",,0,0,"9,6","3,0","4,2","6,6",2021-05-20
"6,4","9,4","3,2","0,0",,0,0,"15,3","2,8","6,5","10,9",2021-05-21
"5,4","10,0","1,3","0,0",ri,0,0,"7,2","2,4","7,0","10,6",2021-05-22
"7,1","11,4","4,0","0,5",ri,0,0,"8,9","2,7","4,5","8,6",2021-05-23
"7,1","10,8","4,3","1,8",ri,0,0,"6,7","5,4","4,7","7,4",2021-05-24
"8,4","12,0","3,8","1,1",,0,0,"14,9","6,4","9,2","14,3",2021-05-25
"9,3","12,8","7,4","0,0",,0,0,"12,3","3,8","8,6","14,2",2021-05-26
"8,7","13,3","5,5","0,0",ri,0,0,"17,1","9,4","7,7","12,7",2021-05-27
"10,0","13,8","7,2","0,6",ri,0,0,"1,8","8,9","13,5","25,5",2021-05-28
"8,6","11,8","7,3","13,5",ri,0,0,"4,2","6,7","14,7","25,6",2021-05-29
"8,1","9,3","5,9","6,4",,0,0,"3,3","5,5","11,6","20,1",2021-05-30
