avg temperature,max temp,min temp,rain,rain type,snow depth,snow type,sun hours,avg wind,max wind,gust,date
"2,1","3,6","-1,3","2,4",,9,4,"['0,0']","8,0","11,4","18,4",2020-03-01
"1,6","3,1","0,6","0,0",,5,4,"0,0","3,1","7,1","13,0",2020-03-02
"-0,9","2,0","-1,2","0,0",sn,5,2,"2,0","3,2","5,3","8,4",2020-03-03
"-1,8","1,3","-3,5","2,5",sn,0,4,"0,2","4,0","7,5","12,6",2020-03-04
"-1,2","1,7","-4,2","1,2",,9,4,"3,6","2,8","6,7","11,0",2020-03-05
"-2,6","1,2","-5,7","0,0",,8,2,"8,5","5,3","9,5","16,4",2020-03-06
"-0,4","1,4","-3,2","0,0",,0,2,"9,2","1,6","4,4","7,7",2020-03-07
"-2,2","4,6","-5,8","0,0",,0,4,"0,1","5,8","9,4","17,3",2020-03-08
"-2,0","0,4","-5,7","0,0",sn,3,4,"10,1","4,8","9,3","16,6",2020-03-09
"2,1","4,9","-3,2","0,1",,3,2,"1,1","4,5","9,4","17,7",2020-03-10
"0,4","4,1","0,0","0,0",,0,2,"4,1","1,6","3,7","8,0",2020-03-11
"-2,2","0,6","-4,1","0,0",sn,0,2,"1,9","2,0","5,6","9,9",2020-03-12
"-2,1","2,4","-3,9","1,7",,0,4,"5,4","2,8","5,1","8,2",2020-03-13
"-2,7","-0,2","-6,7","0,0",,5,4,"4,9","5,0","10,0","17,7",2020-03-14
"-1,8","3,3","-9,8","0,0",sl,4,2,"10,7","3,9","11,3","20,2",2020-03-15
"1,9","5,0","0,2","11,6",sl,0,4,"0,0","2,6","6,0","10,8",2020-03-16
"0,6","4,4","-0,4","3,4",sn,7,4,"2,0","5,1","7,9","13,3",2020-03-17
"-1,0","0,9","-1,5","0,6",sn,5,4,"8,3","2,9","5,9","10,6",2020-03-18
"-2,3","0,5","-7,3","0,1",sl,7,4,"2,9","7,6","12,0","19,8",2020-03-19
"3,3","5,0","-2,6","7,1",sl,7,4,"6,1","3,6","8,3","14,6",2020-03-20
"-0,6","5,1","-1,5","22,3",sn,10,4,"0,0","8,3","14,5","24,9",2020-03-21
"2,2","5,3","-2,2","4,2",sl,12,2,"2,8","8,7","11,9","21,1",2020-03-22
"2,5","5,4","1,1","21,1",sl,0,2,"0,0","4,9","10,2","16,0",2020-03-23
"1,5","4,8","-1,0","1,3",sl,0,2,"3,5","4,1","7,6","13,8",2020-03-24
"1,1","4,4","-0,5","3,8",sl,0,4,"5,4","5,8","11,6","18,5",2020-03-25
"-0,1","4,0","-1,1","1,2",sn,4,2,"1,6","4,6","10,3","17,1",2020-03-26
"0,0","2,2","-2,9","2,0",,0,2,"5,7","2,5","4,3","7,3",2020-03-27
"1,3","4,8","-4,2","0,0",ri,0,0,"4,4","5,2","6,4","10,4",2020-03-28
"5,2","7,3","3,2","0,1",,0,0,"6,6","6,0","7,6","12,6",2020-03-29
"5,4","6,9","4,5","0,0",,0,['0'],"1,9","7,010,6","10,818,2","16,5",2020-03-30
